Time,Fixed-Point-Operation,Node,Label,Old Bound,New Bound,Occurred Due To
0,0,Natalie Tieger,require_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Natalie Tieger,require_patient_litter_lift_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,type_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,mission_id-4,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,medevac_needed,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,evac_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,resupply_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,require_vtol,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,require_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,require_ground,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,litters_spaces_required,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,weather_condition_clear,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,day_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,night_mission,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,require_iv_provisions,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,require_medical_monitoring_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,require_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,require_oxygen_generation_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Leland Stottlemeyer,require_patient_litter_lift_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,type_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,mission_id-5,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,medevac_needed,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,evac_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Jake Peralta,resupply_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Jake Peralta,require_vtol,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,require_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Jake Peralta,require_ground,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Jake Peralta,litters_spaces_required,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,weather_condition_clear,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,day_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,night_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,require_iv_provisions,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,require_medical_monitoring_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Jake Peralta,require_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Jake Peralta,require_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Jake Peralta,require_patient_litter_lift_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,type_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,mission_id-6,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,medevac_needed,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,evac_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Sharona Fleming,resupply_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Sharona Fleming,require_vtol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Sharona Fleming,require_ctol,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,require_ground,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Sharona Fleming,litters_spaces_required,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,weather_condition_clear,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,day_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,night_mission,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Sharona Fleming,require_iv_provisions,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,require_medical_monitoring_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Sharona Fleming,require_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Sharona Fleming,require_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Sharona Fleming,require_patient_litter_lift_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,type_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,mission_id-7,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,medevac_needed,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,evac_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Randy Disher,resupply_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Randy Disher,require_vtol,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,require_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Randy Disher,require_ground,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Randy Disher,litters_spaces_required,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,weather_condition_clear,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Randy Disher,day_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,night_mission,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Randy Disher,require_iv_provisions,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,require_medical_monitoring_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Randy Disher,require_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Randy Disher,require_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Randy Disher,require_patient_litter_lift_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Trudy Monk,type_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Trudy Monk,mission_id-8,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Trudy Monk,medevac_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,evac_needed,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Trudy Monk,resupply_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,require_vtol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,require_ctol,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Trudy Monk,require_ground,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,ambulatory_spaces_required,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Trudy Monk,weather_condition_clear,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Trudy Monk,day_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Trudy Monk,night_mission,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,require_iv_provisions,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,require_medical_monitoring_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,require_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,require_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Trudy Monk,require_patient_litter_lift_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,type_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Charles Kroger,mission_id-9,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Charles Kroger,medevac_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,evac_needed,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Charles Kroger,resupply_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,require_vtol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,require_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,require_ground,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Charles Kroger,ambulatory_spaces_required,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Charles Kroger,weather_condition_clear,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,day_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Charles Kroger,night_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Charles Kroger,require_iv_provisions,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,require_medical_monitoring_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,require_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,require_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Charles Kroger,require_patient_litter_lift_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,type_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Julie Trieger,mission_id-10,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Julie Trieger,medevac_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,evac_needed,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Julie Trieger,resupply_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,require_vtol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,require_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,require_ground,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Julie Trieger,ambulatory_spaces_required,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Julie Trieger,weather_condition_clear,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Julie Trieger,day_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Julie Trieger,night_mission,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,require_iv_provisions,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,require_medical_monitoring_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,require_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,require_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Julie Trieger,require_patient_litter_lift_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,type_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Benjy Fleming,mission_id-11,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Benjy Fleming,medevac_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,evac_needed,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Benjy Fleming,resupply_needed,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,require_vtol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,require_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,require_ground,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Benjy Fleming,ambulatory_spaces_required,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Benjy Fleming,weather_condition_clear,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Benjy Fleming,day_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Benjy Fleming,night_mission,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Benjy Fleming,require_iv_provisions,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,require_medical_monitoring_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,require_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,require_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Benjy Fleming,require_patient_litter_lift_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Black hawk HH60M,type_asset,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_id-2,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_type_vtol,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_type_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_type_ground,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_status_available,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_mission_type_medevac,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_mission_type_evac,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_mission_type_resupply,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_litter_capacity-6,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,asset_ambulatory_capacity-6,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,operational_day,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,operational_night,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,operational_adverse_weather,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,has_iv_provisions,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,has_medical_monitoring_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,has_life_support_equipment,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,has_oxygen_generation_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Black hawk HH60M,has_patient_litter_lift_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,type_asset,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,asset_id-3,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,asset_type_vtol,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,asset_type_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH47,asset_type_ground,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH47,asset_status_available,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,asset_mission_type_medevac,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,asset_mission_type_evac,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH47,asset_mission_type_resupply,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH47,asset_litter_capacity-24,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,asset_ambulatory_capacity-24,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,operational_day,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,operational_night,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,operational_adverse_weather,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,has_iv_provisions,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,has_medical_monitoring_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,has_life_support_equipment,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,has_oxygen_generation_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH47,has_patient_litter_lift_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,type_asset,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_id-4,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_type_vtol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_type_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_type_ground,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_status_available,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_mission_type_medevac,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_mission_type_evac,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_mission_type_resupply,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_litter_capacity-4,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,asset_ambulatory_capacity-4,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,operational_day,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,operational_night,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,operational_adverse_weather,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Ambulance M997A3,has_iv_provisions,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,has_medical_monitoring_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,has_life_support_equipment,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,has_oxygen_generation_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Ambulance M997A3,has_patient_litter_lift_system,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,type_asset,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,asset_id-5,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,asset_type_vtol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Truck M1165,asset_type_ctol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Truck M1165,asset_type_ground,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,asset_status_available,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,asset_mission_type_medevac,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Truck M1165,asset_mission_type_evac,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,asset_mission_type_resupply,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Truck M1165,asset_ambulatory_capacity-12,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,operational_day,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,operational_night,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,operational_adverse_weather,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Truck M1165,has_iv_provisions,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Truck M1165,has_medical_monitoring_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Truck M1165,has_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Truck M1165,has_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Truck M1165,has_patient_litter_lift_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,type_asset,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,asset_id-6,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,asset_type_vtol,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,asset_type_ctol,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,asset_type_ground,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,asset_status_available,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,asset_mission_type_medevac,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,asset_mission_type_evac,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,asset_mission_type_resupply,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,asset_ambulatory_capacity-10,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,operational_day,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,operational_night,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,operational_adverse_weather,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact
0,0,Chinook CH99,has_iv_provisions,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,has_medical_monitoring_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,has_life_support_equipment,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,has_oxygen_generation_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
0,0,Chinook CH99,has_patient_litter_lift_system,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact
